Name,NPC Name,Size,Type,Tags/Lair,Alignment,Environment,Challenge,XP,Source,Page,Reference,SRD,Description
Planetar,,Large,Celestial,,Lawful Good,Extraplanar (Upper Planes),16,15000,MM,17,MM17,Y,Angel-warriors.
River King,,Medium,Fey,fey lord,Chaotic Neutral,Underwater,16,15000,TOB,196,TOB196,Y,
Snow Queen,,Medium,Fey,fey lord,Neutral Evil,Any,16,15000,TOB,198,TOB198,Y,
Storm Giant Quintessent,,Huge,Giant,storm giant,Chaotic Good,"Arctic, Coastal, Desert, Mountain, Underwater",16,15000,VGM,151,VGM151,,
Adult Blue Dracolich,,Huge,Undead,,Lawful Evil,Desert,17,18000,MM,84,MM84,,
Adult Gold Dragon,,Huge,Dragon,,Lawful Good,"Forest, Grassland",17,18000,MM,114,MM114,Y,
Adult Red Dragon,,Huge,Dragon,,Chaotic Evil,"Hills, Mountain",17,18000,MM,98,MM98,Y,
Adult Wind Dragon,,Huge,Dragon,,Chaotic Neutral,"Grassland, Mountain",17,18000,TOB,143,TOB143,Y,
Androsphinx,,Large,Monstrosity,,Lawful Neutral,Desert,17,18000,MM,281,MM281,Y,
"Boreas, Avatar of",,Medium,Elemental,,Chaotic Evil,Extraplanar (Elemental),17,18000,TOB,42,TOB42,Y,
Death Knight,,Medium,Undead,,Chaotic Evil,Any,17,18000,MM,47,MM47,,A fallen paladin that has died and returned to the world with unending hatred.
Dragon Turtle,,Gargantuan,Dragon,,Neutral,"Coastal, Underwater",17,18000,MM,119,MM119,Y,
Elemental Locus,,Gargantuan,Elemental,,Neutral,Extraplanar (Elemental),17,18000,TOB,169,TOB169,Y,
Goristro,,Huge,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),17,18000,MM,59,MM59,,
Koschei,,Medium,Fiend,,Neutral Evil,Any,17,18000,TOB,266,TOB266,Y,
Moonlit King,,Medium,Fey,fey lord,Neutral Good,Any,17,18000,TOB,190,TOB190,Y,
Queen of Witches,,Large,Fey,fey lord,Neutral,Any,17,18000,TOB,194,TOB194,Y,
Urochar (Strangling Watcher),,Huge,Aberration,,Chaotic Evil,Underdark,17,18000,TOB,393,TOB393,Y,
Ancient Mithral Dragon,,Gargantuan,Dragon,,Neutral,Mountain,18,20000,TOB,132,TOB132,Y,
Demilich,,Tiny,Undead,lair 20 (24500),Neutral Evil,Any,18,20000,MM,48,MM48,,A lich that has lost some part of its power and has become a floating skull.
Lord of the Hunt,,Medium,Fey,fey lord,Neutral,Any,18,20000,TOB,188,TOB188,Y,
"Olhydra, Princess of Evil Water",,Huge,Elemental,,Neutral Evil,,18,20000,POTA,218,POTA218,,
"Yan-C-Bin, Prince of Evil Air",,Huge,Elemental,,Neutral Evil,,18,20000,POTA,220,POTA220,,
Balor,,Huge,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),19,22000,MM,55,MM55,Y,
Hraesvelgr the Corpse Swallower,,Huge,Giant,"shapechanger, titan",Neutral,Any,19,22000,TOB,224,TOB224,Y,
"Imix, Prince of Evil Fire",,Huge,Elemental,,Neutral Evil,,19,22000,POTA,214,POTA214,,
Shoggoth,,Huge,Aberration,,Chaotic Neutral,Any,19,22000,TOB,347,TOB347,Y,
Ancient Brass Dragon,,Gargantuan,Dragon,,Chaotic Good,Desert,20,25000,MM,104,MM104,Y,Urbane and talkative dragons of good alignment.
Ancient White Dragon,,Gargantuan,Dragon,,Chaotic Evil,Arctic,20,25000,MM,100,MM100,Y,
Demilich (in lair),,Tiny,Undead,non-lair 18 (20000),Neutral Evil,Any,20,24500,MM,48,MM48,,
Emperor Ghoul,,Medium,Undead,,Neutral Evil,"Underdark, Urban",20,25000,TOB,218,TOB218,Y,
"Ogremoch, Prince of Evil Earth",,Gargantuan,Elemental,,Neutral Evil,,20,24500,POTA,216,POTA216,,
Pit Fiend,,Large,Fiend,devil,Lawful Evil,Extraplanar (Baator),20,25000,MM,77,MM77,Y,
"Alquam, Demon Lord of Night",,Huge,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),21,33000,TOB,84,TOB84,Y,
Ancient Black Dragon,,Gargantuan,Dragon,,Chaotic Evil,Swamp,21,33000,MM,87,MM87,Y,
Ancient Copper Dragon,,Gargantuan,Dragon,,Chaotic Good,Hills,21,33000,MM,110,MM110,Y,Cunning tricksters and riddlers of the metallic dragons
"Arbeyach, Prince of Swarms (Arch-Devil)",,Large,Fiend,devil,Lawful Evil,Extraplanar (Baator),21,33000,TOB,95,TOB95,Y,
Lich,,Medium,Undead,lair 22 (41000),Any evil,Any,21,33000,MM,202,MM202,Y,
Queen of Night and Magic,,Medium,Fey,fey lord,Neutral Evil,Any,21,33000,TOB,192,TOB192,Y,
Solar,,Large,Celestial,,Lawful Good,Extraplanar (Upper Planes),21,33000,MM,18,MM18,Y,The warrior-generals of the angelic armies.
Ancient Bronze Dragon,,Gargantuan,Dragon,,Lawful Good,Coastal,22,41000,MM,107,MM107,Y,
Ancient Green Dragon,,Gargantuan,Dragon,,Lawful Evil,Forest,22,41000,MM,93,MM93,Y,
Ancient Sea Dragon,,Gargantuan,Dragon,,Neutral Evil,Underwater,22,41000,TOB,135,TOB135,Y,
Ancient Wind Dragon,,Gargantuan,Dragon,,Chaotic Neutral,"Grassland, Mountain",22,41000,TOB,142,TOB142,Y,
"Camazotz, Demon Lord of Bats and Fire",,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),22,62000,TOB,85,TOB85,Y,
Jotun,,Gargantuan,Giant,,Chaotic Neutral,"Grassland, Hills, Mountain",22,25000,TOB,226,TOB226,Y,
Lich (in lair),,Medium,Undead,non-lair 21 (33000),Any evil,Any,22,41000,MM,202,MM202,,
Mind Flayer Lich (Illithilich),,Medium,Undead,,Any evil,Underdark,22,41000,VGM,172,VGM172,,
Ancient Blue Dragon,,Gargantuan,Dragon,,Lawful Evil,"Coastal, Desert",23,50000,MM,90,MM90,Y,
Ancient Blue Dragon Deceiver,Iymrith the Dragon,Gargantuan,Dragon,,Lawful Evil,,23,50000,SKT,241,SKT241,,
Ancient Silver Dragon,,Gargantuan,Dragon,,Lawful Good,"Mountain, Urban",23,50000,MM,116,MM116,Y,
"Baphomet, Demon Prince of Beasts",,Huge,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),23,50000,OOTA,234,OOTA234,,The savage demon lord of minotaurs.
Empyrean,,Huge,Celestial,titan,Chaotic Good or Neutral Evil,Any,23,50000,MM,130,MM130,,
"Fraz-Urb'luu, Prince of Deception",,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),23,50000,OOTA,238,OOTA238,,
"Juiblex, the Faceless Lord",,Huge,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),23,50000,OOTA,242,OOTA242,,The demon lord of slimes and oozes.
Kraken,,Gargantuan,Monstrosity,titan,Chaotic Evil,Underwater,23,50000,MM,197,MM197,Y,
Maegera the Dawn Titan,,Gargantuan,Elemental,,Chaotic Neutral,,23,50000,SKT,241,SKT241,,
"Qorgeth, Demon Lord of the Devouring Worm",,Gargantuan,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),23,50000,TOB,90,TOB90,Y,
"Zuggtmoy, Demon Queen of Fungi",,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),23,50000,OOTA,248,OOTA248,,
Ancient Flame Dragon,,Gargantuan,Dragon,,Chaotic Evil,"Mountain, Underdark",24,62000,TOB,128,TOB128,Y,
Ancient Gold Dragon,,Gargantuan,Dragon,,Lawful Good,"Forest, Grassland",24,62000,MM,113,MM113,Y,
Ancient Red Dragon,,Gargantuan,Dragon,,Chaotic Evil,"Hills, Mountain",24,62000,MM,97,MM97,Y,
Ancient Void Dragon,,Gargantuan,Dragon,,Chaotic Neutral,Mountain,24,62000,TOB,138,TOB138,Y,
"Graz'zt, the Dark Prince",,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),24,62000,OOTA,240,OOTA240,,A decadent demon lord with a captivating -- but thoroughly evil -- humanoid form.
"Totivillus, Scribe of Hell (Arch-Devil)",,Medium,Fiend,devil,Lawful Evil,Extraplanar (Baator),24,62000,TOB,101,TOB101,Y,
"Yeenoghu,Demon Prince of Gnolls",,Huge,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),24,62000,OOTA,246,OOTA246,,"The Demon Lord of Gnolls, known as the Beast of Butchery."
"Mammon, Archduke of Greed (Arch-Devil)",,Huge,Fiend,devil,Lawful Evil,Extraplanar (Baator),25,75000,TOB,99,TOB99,Y,
"Demogorgon, Prince of Demons",,Huge,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),26,90000,OOTA,236,OOTA236,,"The two-headed Prince of Demons, his arms suckered tentacles and his faces ape-like."
"Orcus, Demon Prince of Undeath",,Huge,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),26,90000,OOTA,244,OOTA244,,"The Demon Prince of Undeath, a foul and corpulent creature"
Zaratan,,Gargantuan,Monstrosity,titan,Unaligned,Underwater,26,90000,TOB,414,TOB414,Y,
"Mechuiti, Demon Lord of Apes",,Gargantuan,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),27,105000,TOB,88,TOB88,Y,
Tarrasque,,Gargantuan,Monstrosity,titan,Unaligned,Urban,30,155000,MM,286,MM286,Y,
"Tiamat, Queen of Evil Dragons",,Gargantuan,Fiend,,Chaotic Evil,Extraplanar (Abyss),30,155000,ROT,92,ROT92,,
Falseman,,Medium,Monstrosity,As base creature,Chaotic Evil,Any,As base creature,As base creature,TOB,305,TOB305,Y,
Giant Rhinoceros Beetle,,Large,Beast,,Unaligned,Forest,4,1100,FEF,24,,,
Giant Slicer Beetle,,Large,Beast,,Unaligned,Forest,3,700,FEF,24,,,
Giant Water Beetle,,Medium,Beast,,Unaligned,"Grassland, Swamp, Underdark, Underwater",0.5,100,FEF,25,,,
Biclops,,Huge,Giant,,Neutral,Mountain,6,2300,FEF,26,,,
Blood Hawk (FEF version),,Small,Monstrosity,,Unaligned,"Forest, Grassland, Hills, Mountain",0.25,50,FEF,27,,,
Blood Orchid,,Large,Aberration,,Chaotic Evil,Underdark,5,1800,FEF,28,,,
Blood Orchid Savant,,Large,Aberration,,Lawful Evil,Underdark,7,2900,FEF,28,,,
Blood Orchid Grand Savant,,Huge,Aberration,,Lawful Evil,Underdark,9,5000,FEF,29,,,
Bloodsuckle,,Large,Plant,,Unaligned,"Forest, Hills, Swamp",3,700,FEF,30,,,
Bloody Bones,,Medium,Undead,,Chaotic Evil,Underdark,2,450,FEF,31,,,
Boalisk,,Large,Monstrosity,,Unaligned,"Forest, Swamp, Underwater",1,200,FEF,32,,,
Bone Cobbler,,Medium,Aberration,,Chaotic Evil,Underdark,2,450,FEF,33,,,
Greater Boneneedle,,Medium,Beast,,Unaligned,Underdark,1,200,FEF,34,,,
Lesser Boneneedle,,Small,Beast,,Unaligned,Underdark,0.25,50,FEF,34,,,
Bonesucker,,Large,Aberration,,Neutral Evil,"Forest, Grassland, Hills, Mountain, Swamp, Underdark",4,1100,FEF,35,,,
Borsin (Ape Centaur),,Large,Monstrosity,,Chaotic Evil,"Forest, Grassland, Hills",3,700,FEF,36,,,
Brass Man,,Large,Construct,,Unaligned,Extraplanar (Elemental),6,2300,FEF,37,,,
Brume,,Large,Aberration,,Neutral Evil,Extraplanar (Lower Planes),6,2300,FEF,38,,,
Burning Dervish,,Medium,Fiend,,Lawful Evil,Extraplanar (Elemental),3,700,FEF,39,,,
Cadaver,,Medium,Undead,,Chaotic Evil,"Underdark, Urban",0.5,100,FEF,40,,,
Cadaver Lord,,Medium,Undead,,Chaotic Evil,"Arctic, Coastal, Forest, Grassland, Hills, Mountain, Underdark, Urban",3,700,FEF,41,,,
Carbuncle,,Small,Aberration,,Unaligned,"Forest, Swamp",0.125,25,FEF,42,,,
Caryatid Column,,Medium,Construct,,Unaligned,Any,1,200,FEF,43,,,
Feral Undead Cat,,Small,Undead,,Chaotic Evil,"Underdark, Urban",0.125,25,FEF,44,,,
Caterprism,,Large,Monstrosity,,Unaligned,Extraplanar (Elemental),4,1100,FEF,45,,,
Giant Electric Catfish,,Large,Beast,,Unaligned,"Swamp, Underwater",3,700,FEF,46,,,
Catoblepas (Fifth Edition Foes version),,Large,Monstrosity,,Unaligned,Swamp,5,1800,FEF,47,,,
Cave Cricket,,Small,Beast,,Unaligned,Underdark,0.25,50,FEF,48,,,
Cave Eel,,Medium,Beast,,Unaligned,Underdark,0.25,50,FEF,49,,,
Cave Fisher (Fifth Edition Foes version),,Large,Monstrosity,,Unaligned,Underdark,2,450,FEF,50,,,
Cave Leech,,Large,Beast,,Chaotic Evil,Underdark,6,2300,FEF,51,,,
Centipede Nest,,Medium,Beast,,Unaligned,"Coastal, Desert, Forest, Grassland, Hills, Mountain, Swamp, Underdark, Urban",0.5,100,FEF,52,,,
Cerebral Stalker,,Medium,Aberration,,Chaotic Evil,"Arctic, Coastal, Desert, Forest, Grassland, Hills, Mountain, Swamp, Underdark",5,1800,FEF,53,,,
Chain Worm,,Large,Beast,,Unaligned,"Arctic, Coastal, Desert, Forest, Grassland, Hills, Mountain, Swamp, Underdark",12,8400,FEF,54,,,
Chaos Knight,,Medium,Fiend,,Chaotic Evil,"Coastal, Desert, Forest, Grassland, Hills, Mountain, Swamp, Underdark",3,700,FEF,55,,,
Chupacabra,,,,,,,,,,,,,
Psychic Gray Ooze,,Medium,Ooze,,Unaligned,Underdark,0.5,100,MM,243,MM243,Y,A corrosive pool of oily grossness.
